sector-code,sector,sector-percentage,sector-vocabulary,iati-identifier,hierarchy,last-updated-datetime,default-language,reporting-org,reporting-org-ref,reporting-org-type,title,description,activity-status-code,start-planned,end-planned,start-actual,end-actual,participating-org (Accountable),participating-org-ref (Accountable),participating-org-type (Accountable),participating-org (Funding),participating-org-ref (Funding),participating-org-type (Funding),participating-org (Extending),participating-org-ref (Extending),participating-org-type (Extending),participating-org (Implementing),participating-org-ref (Implementing),participating-org-type (Implementing),recipient-country-code,recipient-country,recipient-country-percentage,recipient-region-code,recipient-region,recipient-region-percentage,collaboration-type-code,default-finance-type-code,default-flow-type-code,default-aid-type-code,default-tied-status-code,currency,total-Commitment,total-Disbursement,total-Expenditure,total-Incoming Funds,total-Interest Repayment,total-Loan Repayment,total-Reimbursement
72010,Material Relief Assistance And Services,,OECD Development Assistance Committee,41127-FTS:222225,1,12/09/14 12:00 AM,en,UNOCHA-FTS,41127-FTS,Multilateral,Man-made crises / Emergency humanitarian aid to crisis-affected populations in Chad (ECHO/TCD/BUD/2014/91004),Man-made crises / Emergency humanitarian aid to crisis-affected populations in Chad (ECHO/TCD/BUD/2014/91004),,2014-01-08,,,,,,,European Commission's Humanitarian Aid and Civil Protection Department,,,,,,Médecins sans Frontières - Netherlands,,,TD,Chad,,,,,,,,,,,2325581,0,0,0,0,0,0
,,10,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,GB-CHC-202918-CHDA58,,09/04/14 12:00 AM,en,Oxfam GB,GB-CHC-202918,International NGO,Building the capacity of women's NGOs to improve water and sanitation conditions,"This project will provide an opportunity for capacity building for women members of associations CELIAF to appropriate the said project and its implementation. Also, the project will have an impact on human health by contributing to the prevention of epidemic diseases, especially cholera. The strategies adopted by OXFAM would like women themselves identify technical solutions, provide health services and sanitation and are essential in this area, therefore their participation in the spheres of political decisions in terms of health and sanitation.",2,,2016-05-13,2012-12-13,,,,,EU - European Development Fund,,Government,Oxfam GB,GB-CHC-202918,International NGO,Oxfam Partner(s),,National NGO,TD,Chad,,,,,,,,,,,680516,71898,359561,400465,0,0,0
,,90,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,GB-CHC-202918-CHDA58,,09/04/14 12:00 AM,en,Oxfam GB,GB-CHC-202918,International NGO,Building the capacity of women's NGOs to improve water and sanitation conditions,"This project will provide an opportunity for capacity building for women members of associations CELIAF to appropriate the said project and its implementation. Also, the project will have an impact on human health by contributing to the prevention of epidemic diseases, especially cholera. The strategies adopted by OXFAM would like women themselves identify technical solutions, provide health services and sanitation and are essential in this area, therefore their participation in the spheres of political decisions in terms of health and sanitation.",2,,2016-05-13,2012-12-13,,,,,EU - European Development Fund,,Government,Oxfam GB,GB-CHC-202918,International NGO,Oxfam Partner(s),,National NGO,TD,Chad,,,,,,,,,,,680516,71898,359561,400465,0,0,0
51010,General Budget Support,100,OECD Development Assistance Committee,GB-CHC-285776-CHA024,1,01/05/15 12:00 AM,en,CAFOD,GB-CHC-285776,International NGO,Emergency support to individuals and households affected by food insecurity in Chad,"This project is a contribution to Caritas Switzerland’s emergency appeal for Chad (EA 15/2012).
 
Chad, like many of its neighbours in the Sahel region, is currently facing a food crisis. The 2011 rains were poor and unevenly distributed, which adversely affected 2011-2012 agricultural and pastoral production levels. According to reports, Chad is facing a 455,000 tonne grain deficit. 

This has led to a rise in the cost of basic food items; national market prices are currently 40-50% higher than the same period in 2011. The situation has been compounded by regional politics.  In Chad’s Sahel zone, economic migration into Libya is the norm. However, the recent crisis in Libya has restricted migration and affected local trade, leaving households increasingly vulnerable to price increases. 

Central areas of the country are already classified as ‘crisis’ (IPC Phase 3) and the lean season appears to have started two months earlier than normal.  Price increases are expected to continue into September, when the first crop harvests begin. There is therefore a need to provide vulnerable populations with basic food items during the lean period and improve their future resilience.  
 
EA 15/2012 was launched by Caritas Switzerland, in collaboration with Caritas Chad and ACORD. The overall objective of the program is to help reduce the effects of the food crisis on vulnerable populations in Sahelian and Sudanian areas.  At the operational level, the program is directed by UNAD, the Diocesan Caritas network in Chad and ACORD. Caritas Switzerland is responsible for monitoring, technical support and general coordination of the programme.

The project will be split into two as follows;

-  Emergency ""Food security"" projects implemented by UNAD and 8 Caritas Diocesan partners 
-  "" Humanitarian risk management project""  implemented by ACORD. 
 
It will focus primarily on the provision of food, seeds, veterinary care and agricultural training, although there is a specific ACORD only element of early warning systems. 

CAFOD has decided to focus on Niger for its response to the West Africa Sahel food crisis. Nevertheless, as discussed in IEG on 21st June 2012, CAFOD also wants to express its solidarity to other Caritas agencies and affected populations in the region, and decided to make a solidarity grant towards the Chad EA 15/2012.

CAFOD’s contribution of £19,678 will be earmarked towards the UNAD project activities. 
",3,,2013-05-14,2012-07-12,,,,,CAFOD,GB-CHC-285776,,,,,Caritas Switzerland National Office,,,TD,Chad,,,,,,110,30,C01,5,,0,19679,0,19679,0,0,0
,,,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,GB-CHC-285776-CHA024,1,01/05/15 12:00 AM,en,CAFOD,GB-CHC-285776,International NGO,Emergency support to individuals and households affected by food insecurity in Chad,"This project is a contribution to Caritas Switzerland’s emergency appeal for Chad (EA 15/2012).
 
Chad, like many of its neighbours in the Sahel region, is currently facing a food crisis. The 2011 rains were poor and unevenly distributed, which adversely affected 2011-2012 agricultural and pastoral production levels. According to reports, Chad is facing a 455,000 tonne grain deficit. 

This has led to a rise in the cost of basic food items; national market prices are currently 40-50% higher than the same period in 2011. The situation has been compounded by regional politics.  In Chad’s Sahel zone, economic migration into Libya is the norm. However, the recent crisis in Libya has restricted migration and affected local trade, leaving households increasingly vulnerable to price increases. 

Central areas of the country are already classified as ‘crisis’ (IPC Phase 3) and the lean season appears to have started two months earlier than normal.  Price increases are expected to continue into September, when the first crop harvests begin. There is therefore a need to provide vulnerable populations with basic food items during the lean period and improve their future resilience.  
 
EA 15/2012 was launched by Caritas Switzerland, in collaboration with Caritas Chad and ACORD. The overall objective of the program is to help reduce the effects of the food crisis on vulnerable populations in Sahelian and Sudanian areas.  At the operational level, the program is directed by UNAD, the Diocesan Caritas network in Chad and ACORD. Caritas Switzerland is responsible for monitoring, technical support and general coordination of the programme.

The project will be split into two as follows;

-  Emergency ""Food security"" projects implemented by UNAD and 8 Caritas Diocesan partners 
-  "" Humanitarian risk management project""  implemented by ACORD. 
 
It will focus primarily on the provision of food, seeds, veterinary care and agricultural training, although there is a specific ACORD only element of early warning systems. 

CAFOD has decided to focus on Niger for its response to the West Africa Sahel food crisis. Nevertheless, as discussed in IEG on 21st June 2012, CAFOD also wants to express its solidarity to other Caritas agencies and affected populations in the region, and decided to make a solidarity grant towards the Chad EA 15/2012.

CAFOD’s contribution of £19,678 will be earmarked towards the UNAD project activities. 
",3,,2013-05-14,2012-07-12,,,,,CAFOD,GB-CHC-285776,,,,,Caritas Switzerland National Office,,,TD,Chad,,,,,,110,30,C01,5,,0,19679,0,19679,0,0,0
99810,Sectors Not Specified,,OECD Development Assistance Committee,41114-OUTPUT-00064106,2,12/07/14 12:00 AM,fr,United Nations Development Programme,41114,Multilateral,Programme de Relèvement à l'Es,Le Programme a été conçu suite aux événements au Darfour et dans le but d'apporter un soutien aux réfugiés et populations hôtes,,,,,,,,,UNITED NATIONS DEVELOPMENT PROGRAMME,12,Multilateral,,,,,,,TD,Chad,,,,,4,110,10,C01,5,USD,0,0,7264688,0,0,0,0
,,100,OECD Development Assistance Committee,US-1-TD-HA-AID-OFDA-G-11-00080,3,10/16/14 12:00 AM,,United States,US,Government,GNT TO ASI FOR Logistics/Relief Commodities IN CHAD/CE,Assistance and Recovery -,,,,,,,,,United States of America,US,Government,Agency for International Development,US-1,Government,Air Serv International,,,TD,Chad,100,289,"South of Sahara, regional",100,,,,,,USD,-99238.1,28887.2,0,0,0,0,0
,,100,OECD Development Assistance Committee,US-1-TD-HA-AID-OFDA-G-11-00080,3,10/16/14 12:00 AM,,United States,US,Government,GNT TO ASI FOR Logistics/Relief Commodities IN CHAD/CE,Assistance and Recovery -,,,,,,,,,United States of America,US,Government,Agency for International Development,US-1,Government,Air Serv International,,,TD,Chad,100,289,"South of Sahara, regional",100,,,,,,USD,-99238.1,28887.2,0,0,0,0,0
43040,Rural Development,100,OECD Development Assistance Committee,SE-0-SE-6-7400046301-TCD-43040,2,12/07/14 12:00 AM,en,Sweden,SE-0,Government,PMU Fr; South 99,"Aktiviteten ""PMU Fr; South 99"" saknar en beskrivande text. Kontrollera om det finns dokument knutna till aktiviteten eller kontakta Sida för att få mer information. Ring 08–698 50 00 eller skicka e-post till sida@sida.se.",4,,,1999-01-01,2000-06-28,Pingst FFS/PMU Interlife,,,Sweden,SE-0,Government,Swedish International Development Cooperation Agency,SE-6,Government,Donor country-based NGO,22000,National NGO,TD,Chad,100,,,,1,110,10,C01,,,8443.895767,8371.855484,0,0,0,0,0
12240,Basic Nutrition,,OECD Development Assistance Committee,ES-16-2011-2011007632,1,,en,"Ministry of Foreign Affairs and Cooperation, Spain",ES-5,Government,MILK DROP FOR THE SCHOOL JEAN BOSCO OF DONO-MANGA IN CHAD.,Mantener el desayuno escolar que se suministra a los alumnos de la Escuela desde 2008.,,2011-01-01,2011-06-30,,,,,,Spain,ES,Government,Municipalities,ES-16,,NATIONAL NGOs,22000,,TD,Chad,,,,,1,110,10,C01,5,EUR,5073,5073,0,0,0,0,0
,,100,OECD Development Assistance Committee,US-13-TD-EG-2414,3,10/16/14 12:00 AM,,United States,US,Government,Grinding Mill Project,2414,,,,2011-06-20,2012-06-19,,,,United States of America,US,Government,African Development Foundation,US-13,Government,Grinding Mill Project,,,TD,Chad,100,289,"South of Sahara, regional",100,,,,,,USD,11128,9797.33,0,0,0,0,0
,,100,OECD Development Assistance Committee,US-13-TD-EG-2414,3,10/16/14 12:00 AM,,United States,US,Government,Grinding Mill Project,2414,,,,2011-06-20,2012-06-19,,,,United States of America,US,Government,African Development Foundation,US-13,Government,Grinding Mill Project,,,TD,Chad,100,289,"South of Sahara, regional",100,,,,,,USD,11128,9797.33,0,0,0,0,0
72050,Relief Co-Ordination; Protection And Support Services,41,OECD Development Assistance Committee,41140-200058,,12/05/14 12:00 AM,en,World Food Programme,41140,Multilateral,Provision of Air Services to Humanitarian Community in Chad,"In line with Strategic Objective 5,the aim of this special operation (SO) is to provide safe and reliable air transport services to the humanitarian community in Chad,to remote and unreachable areas of the country. Given the poor road conditions and the prevailing insecurity,travel by road can be risky and impractical.

Air travel provided by WFP/UNHAS to relief workers has proven to be the safest and most reliable mode of transport to reach the refugees and IDPs in eastern Chad. The service also provided safe access for humanitarian workers to locations in southern Chad hosting 66,800 refugees from the Central African Republic. Through this operation,WFP/UNHAS transported light cargo and ensured timely evacuation- medical,security and casualty- for humanitarian workers. Transport services were provided to over 100 organizations,including United Nations agencies,local and international NGOs and donor missions.",3,2010-01-01,2011-12-31,2010-01-01,2012-06-30,World Food Programme,41140,,World Food Programme,41140,,,,,World Food Programme,41140,,TD,Chad,,,,,4,110,10,B02,5,,26399373,0,26399373,26714680,0,0,0
15110,Economic And Development Policy/Planning,59,OECD Development Assistance Committee,41140-200058,,12/05/14 12:00 AM,en,World Food Programme,41140,Multilateral,Provision of Air Services to Humanitarian Community in Chad,"In line with Strategic Objective 5,the aim of this special operation (SO) is to provide safe and reliable air transport services to the humanitarian community in Chad,to remote and unreachable areas of the country. Given the poor road conditions and the prevailing insecurity,travel by road can be risky and impractical.

Air travel provided by WFP/UNHAS to relief workers has proven to be the safest and most reliable mode of transport to reach the refugees and IDPs in eastern Chad. The service also provided safe access for humanitarian workers to locations in southern Chad hosting 66,800 refugees from the Central African Republic. Through this operation,WFP/UNHAS transported light cargo and ensured timely evacuation- medical,security and casualty- for humanitarian workers. Transport services were provided to over 100 organizations,including United Nations agencies,local and international NGOs and donor missions.",3,2010-01-01,2011-12-31,2010-01-01,2012-06-30,World Food Programme,41140,,World Food Programme,41140,,,,,World Food Programme,41140,,TD,Chad,,,,,4,110,10,B02,5,,26399373,0,26399373,26714680,0,0,0
72040,Emergency Food Aid,,OECD Development Assistance Committee,50/2010-MBI-AGE-22220,,10/20/11 12:00 AM,es,Spain,50,Government,"AGUA Y SANEAMIENTO, NUTRICIÓN Y EDUCACIÓN PARA INTERVENCIONES DE EMERGENCIA","Mejora sostenible al acceso al agua potable y al saneamiento básico, así como la promoción de la higiene para refugiados de la RCA y comunidades de acogida en sur del Chad. - Mejorar y actualizar el nivel de acceso y la calidad de los servicios de distribución de agua potable y saneamiento básico y la promoción de la higiene a través de un programa integrado con otros sectores. Además se deberá garantizar la conformidad con las normas de  Esfera en los campamentos de refugiados (15/l/persona/día y 20/personas/letrina) teniendo como objetivo específico a tal efecta, la participación  activa de los grupos marginados como las mujeres y los niños en el sur de Chad.
",2,,2011-01-01,2010-01-01,,,,,Spain,50,Government,MAEC - Ministerio de Asuntos Exteriores y de Cooperación,5,Government,NNUU UNICEF - Fondo de las Naciones Unidas para la Infancia,41122,Multilateral,TD,Chad,,289,"South of Sahara, regional",,1,110,10,B03,5,EUR,1000000,1000000,0,0,0,0,0
16010,Social/ Welfare Services,,OECD Development Assistance Committee,50/2010-BIL-CCAA-22688,,10/20/11 12:00 AM,es,Spain,50,Government,PROGRAMA DE FORMACIÓN E INSERCIÓN DE HUÉRFANOS Y NIÑOS DE LA CALLE DE KELÓ (SEGUNDA FASE),Se pretende la inserción social de los chicos huérfanos y de los niños de la calle que hay en la ciudad de Keló. Se va a crear un centro de acogida y una granja escuela agrícola-ganadera que servirá de apoyo a las actividades de los alumnos del centro y que impartirá cursos prácticos a los campesinos de la zona.,2,,2010-01-01,2009-01-01,,,,,Spain,50,Government,CCAA ARA - Aragón,15,Other Public Sector,ACCIÓN SOCIAL CATÓLICA,ESP-34,National NGO,TD,Chad,,289,"South of Sahara, regional",,1,110,10,C01,,EUR,0,49999,0,0,0,0,0
,,,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,41127-FTS:185796,1,08/21/12 12:00 AM,en,UNOCHA-FTS,41127-FTS,Multilateral,Prevent and reduce mortality and morbidity related to severe food insecurity among pastoral and agro-pastoral populations in the regions in the regions of Bahr el Gazal and Guera,Prevent and reduce mortality and morbidity related to severe food insecurity among pastoral and agro-pastoral populations in the regions in the regions of Bahr el Gazal and Guera,,2012-01-08,,,,,,,Sweden,,,,,,OXFAM GB,,,TD,Chad,,,,,,,,,,,112710,0,0,0,0,0,0
72010,Material Relief Assistance And Services,,OECD Development Assistance Committee,41127-FTS:185796,1,08/21/12 12:00 AM,en,UNOCHA-FTS,41127-FTS,Multilateral,Prevent and reduce mortality and morbidity related to severe food insecurity among pastoral and agro-pastoral populations in the regions in the regions of Bahr el Gazal and Guera,Prevent and reduce mortality and morbidity related to severe food insecurity among pastoral and agro-pastoral populations in the regions in the regions of Bahr el Gazal and Guera,,2012-01-08,,,,,,,Sweden,,,,,,OXFAM GB,,,TD,Chad,,,,,,,,,,,112710,0,0,0,0,0,0
72050,Relief Co-Ordination; Protection And Support Services,,OECD Development Assistance Committee,ES-21-2011-2011006615,1,,en,"Ministry of Foreign Affairs and Cooperation, Spain",ES-5,Government,PROTECTION AND CARE FOR INTERNALLY DISPLACED PERSONS / REFUGEES,"Actuación en protección para desplazados internos en el este de Chad - Apoyo para la repatriación voluntaria a los pueblos de origen, así como la integración local de los que deciden no regresar.",,2011-01-01,2012-01-01,,,,,,Spain,ES,Government,Spanish Agency for International Development Co-operation,ES-21,,United Nations Office of the United Nations High Commissioner for Refugees ,41121,,TD,Chad,,,,,1,110,10,B03,5,EUR,1000000,1000000,0,0,0,0,0
